sub_category,product_name,salt_composition,product_price,product_manufactured,medicine_desc,side_effects,drug_interactions
Anti Epileptics,Petril-MD 0.25 Tablet,Clonazepam (0.25mg),,Micro Labs Ltd,"Petril-MD 0.25 Tablet is a prescription medicine used to treat epilepsy (seizures) and anxiety disorder. It helps to decrease the abnormal and excessive activity of the nerve cells and calms the brain.Petril-MD 0.25 Tablet may be taken with or without food. However, take it at the same time each day as this helps to maintain a consistent level of medicine in the body. Take this medicine in the dose and duration as advised by your doctor as it has a high potential of habit-forming. If you have missed a dose, take it as soon as you remember it and finish the full course of treatment even if you feel better. You should not stop this medicine suddenly without talking to your doctor as it may increase the seizure frequency and can cause nausea, anxiety, flu-like symptoms, and muscle pain.Some common side effects of this medicine include fatigue, depression and impaired coordination. It may also cause dizziness and sleepiness, so do not drive or do anything that requires mental focus until you know how this medicine affects you. It is important to inform your doctor if you develop any unusual changes in mood or depression as this medicine may cause suicidal thoughts.","Depression,Dizziness,Drowsiness,Fatigue,Impaired coordination","{""drug"": [""Abacavir"", ""Adefovir"", ""Amisulpride"", ""Amitriptyline""], ""brand"": ["" Abamune, A-Bec, Virol"", "" Adesera, Adheb, Adfovir"", "" Stozen, Sulpigold, Amisulide"", "" Triptam""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Ophthalmological Anti Infectives Medicines,Mikacin 500mg Injection,Amikacin (500mg),₹78.2,Aristo Pharmaceuticals Pvt Ltd,"Mikacin 500mg Injection is an antibiotic used to prevent or treat a wide variety of bacterial infections. This may include infections of the urinary tract, bones and joints, lungs (eg. pneumonia), brain, blood, and some others. It is also used in hospitalized patients to prevent infections.Mikacin 500mg Injection works by stopping the growth of bacteria. It is given as a drip (intravenous infusion) or as an injection directly into a vein or a muscle under the supervision of a healthcare professional and should not be self-administered. Your doctor may shift you to another antibiotic after culture reports become available. It should be used regularly at evenly spaced time intervals as prescribed by your doctor. Do not skip any doses and finish the full course of treatment even if you feel better. Stopping the medicine too early may lead to the infection returning or worsening.Common side effects of this medicine include injection site reactions and increased blood urea. Consult your doctor if any of these side effects persist or if your condition does not improve despite treatment.Some patients receiving high doses may develop balance disorder (loss of balance), kidney damage, and hearing loss. Therefore, please follow all the instructions given by your doctor while using this medicine. Your doctor may also monitor you with regular kidney function tests, hearing tests, and urine tests during treatment. This medication is not recommended for use during pregnancy. Inform your doctor if you are pregnant, planning to conceive, or breastfeeding.","Increased blood urea,Injection site reactions (pain, swelling, redness)","{""drug"": [""Abacavir"", ""Adefovir"", ""Alendronic Acid"", ""Amphotericin B""], ""brand"": ["" Abamune, A-Bec, Virol"", "" Adesera, Adheb, Adfovir"", "" Alendrate, Alenost, Aldrofos"", "" Hospicin B""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Ophthalmological Anti Infectives Medicines,Moxicip Eye Drop,Moxifloxacin (0.5% w/v),₹133.7,Cipla Ltd,"Moxicip Eye Drop is an antibiotic, used in the treatment of bacterial infections of the eye. It relieves the symptoms of the infection by stopping the further growth of the causative microorganisms.Moxicip Eye Drop is for external use only. Take it in the dose and duration as advised by your doctor. Hold the dropper close to the eye without touching it. Gently squeeze the dropper and place the medicine inside the lower eyelid. Wipe off extra liquid. Avoid skipping any doses and finish the full course of treatment even if you feel better.It may cause eye discomfort, dry eyes and burning sensation in the eyes immediately following application. However, these side effects are temporary and usually subside on their own. Inform your doctor if they persist for a longer duration. It may cause short term blurring of vision when first used. Use caution before driving or using machines. Do not wear contact lenses while using it.","Eye discomfort,Dry eye,Burning sensation","{""drug"": [""Rasagiline"", ""Selegiline"", ""Tizanidine"", ""Strontium Chloride""], ""brand"": ["" Rasalect, Relgin, Rasipar"", "" Selgelin, Jumex, Selgin"", "" Tizonec, Tidired, Tizakind"", "" Bentoform""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Loxof 500mg Tablet,Levofloxacin (500mg),₹76.5,Sun Pharmaceutical Industries Ltd,"Loxof 500mg Tablet is an antibiotic, used in the treatment of bacterial infections. It is also used in treating infections of the urinary tract, nose, throat, skin and soft tissues and lungs (pneumonia). It cures the infection by stopping the further growth of the causative microorganisms.Loxof 500mg Tablet should be used in the dose and duration as advised by your doctor. It may be taken with or without food, preferably at a fixed time. Avoid skipping any doses and finish the full course of treatment even if you feel better. Do not take a double dose to make up for a missed dose. Simply take the next dose as planned.You may have a headache, dizziness, nausea, and constipation as side effects of this medicine. These are usually temporary and resolves on its own, but please consult your doctor if it bothers you or persists for a longer duration. Diarrhea may also occur as a side effect but should stop when your course is complete. Inform your doctor if it does not stop or if you find blood in your stools.You should not take this medicine if you are allergic to any of its ingredients. Special care should be taken in people with kidney problems while taking this medicine.","Headache,Dizziness,Nausea,Constipation,Diarrhea","{""drug"": [""Rasagiline"", ""Selegiline"", ""Tizanidine"", ""Strontium Chloride""], ""brand"": ["" Rasalect, Relgin, Rasipar"", "" Selgelin, Jumex, Selgin"", "" Tizonec, Tidired, Tizakind"", "" Bentoform""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Canditral 200 Capsule,Itraconazole (200mg),₹310.25,Glenmark Pharmaceuticals Ltd,"Canditral 200 Capsule belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina and other parts of the body including fingernails and toenails. It kills fungi by destroying the fungal cell membrane.Canditral 200 Capsule should be taken in the dose and duration as prescribed by your doctor. It should be swallowed whole and can be taken with food. To get the most benefit, take this medicine at evenly spaced times and continue using it until your prescription is finished, even if your symptoms disappear after a few days. If you stop the treatment too early, the infection may return and if you miss doses you can increase your risk of infections that are resistant to further treatment. Tell your doctor if the infection does not get better or if it gets worse.The most common side effects of this medicine include nausea, common cold, cough, blurred vision, and a problem with menstrual periods. You could ask your doctor about ways of preventing or reducing these effects. Get emergency medical help if you have signs of an allergic reaction like severe skin rash, tingling, difficulty breathing, swelling of your face, lips, tongue, or throat. Do not take it if you are pregnant or could become pregnant unless your doctor has told you to. Talk to your doctor before taking this medicine if you have ever had heart failure, a weak immune system (including HIV/AIDS), kidney problems, or liver problems such as yellow skin (jaundice). This medicine may not be suitable for you. If your course of treatment is for more than a month, your doctor may want to check your liver by testing your blood. This medicine may make you dizzy or cause blurred vision so do not drive or operate machines until it is safe.","Nausea,Common cold,Cough,Blurred vision,Menstrual disorder","{""drug"": [""Alfuzosin"", ""Amisulpride"", ""Aripiprazole"", ""Carbamazepine""], ""brand"": ["" Efzu, Alfuzee, Alfuflo"", "" Stozen, Sulpigold, Amisulide"", "" Arifril, Biozol, Elrip"", "" Carz""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Acivir 400 DT Tablet,Acyclovir (400mg),₹58.39,Cipla Ltd,"Acivir 400 DT Tablet is an antiviral medicine. It helps in treating viral infections like herpes labialis, herpes simplex, shingles, genital herpes infection, and chickenpox. It prevents the multiplication of virus in human cells and therefore helps in clearing the infection.Acivir 400 DT Tablet should be taken in the dose and duration as advised by your doctor. Do not skip any doses and finish the full course of treatment even if you feel better. Dissolve it in a glass of water before taking it. It may be taken with or without food, but it is better to take it at a fixed time. If you miss a dose, take it as soon as possible. However, if it is almost time for your next dose, skip the missed dose and go back to your regular schedule. Do not double the dose. You should drink plenty of water while on treatment with this medicine as it helps to prevent dehydration and kidney damage.Some side effects of this medicine include headache, dizziness, vomiting, nausea, fatigue, and fever. Inform your doctor if these side effects do not resolve or persist for a longer duration. Please consult your doctor if you are pregnant, planning to conceive or breastfeeding.","Headache,Dizziness,Vomiting,Nausea,Fatigue,Fever,Stomach pain,Diarrhea,Skin rash,Photophobia","{""drug"": [""Abacavir"", ""Adefovir"", ""Didanosine"", ""Entecavir""], ""brand"": ["" Abamune, A-Bec, Virol"", "" Adesera, Adheb, Adfovir"", "" Dinex EC, Dinosin, Virosine DR"", "" Entehep""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,IT-Mac 200 Capsule,Itraconazole (200mg),₹66.64,Macleods Pharmaceuticals Pvt Ltd,"IT-Mac 200 Capsule belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina and other parts of the body including fingernails and toenails. It kills fungi by destroying the fungal cell membrane.IT-Mac 200 Capsule should be taken in the dose and duration as prescribed by your doctor. It should be swallowed whole and can be taken with food. To get the most benefit, take this medicine at evenly spaced times and continue using it until your prescription is finished, even if your symptoms disappear after a few days. If you stop the treatment too early, the infection may return and if you miss doses you can increase your risk of infections that are resistant to further treatment. Tell your doctor if the infection does not get better or if it gets worse.The most common side effects of this medicine include nausea, common cold, cough, blurred vision, and a problem with menstrual periods. You could ask your doctor about ways of preventing or reducing these effects. Get emergency medical help if you have signs of an allergic reaction like severe skin rash, tingling, difficulty breathing, swelling of your face, lips, tongue, or throat. Do not take it if you are pregnant or could become pregnant unless your doctor has told you to. Talk to your doctor before taking this medicine if you have ever had heart failure, a weak immune system (including HIV/AIDS), kidney problems, or liver problems such as yellow skin (jaundice). This medicine may not be suitable for you. If your course of treatment is for more than a month, your doctor may want to check your liver by testing your blood. This medicine may make you dizzy or cause blurred vision so do not drive or operate machines until it is safe.","Nausea,Common cold,Cough,Blurred vision,Menstrual disorder","{""drug"": [""Alfuzosin"", ""Amisulpride"", ""Aripiprazole"", ""Carbamazepine""], ""brand"": ["" Efzu, Alfuzee, Alfuflo"", "" Stozen, Sulpigold, Amisulide"", "" Arifril, Biozol, Elrip"", "" Carz""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Althrocin 250 Tablet,Erythromycin (250mg),₹40.12,Alembic Pharmaceuticals Ltd,"Althrocin 250 Tablet is an antibiotic used to treat various types of infections. It is effective in most infections of the respiratory tract, ear, nose, throat, lungs, and skin. It stops the bacteria from growing, which helps to resolve the symptoms and cures the infection.Althrocin 250 Tablet is taken orally, preferably either one hour before or 2 hours after a meal. It is best absorbed when taken on an empty stomach. It should be used regularly at evenly spaced time intervals as prescribed by your doctor. Do not skip any doses and finish the full course of treatment even if you feel better. Stopping the medicine too early may lead to the infection returning or worsening.Commonly seen side effects seen with this medicine include vomiting, nausea, pain in the abdomen and diarrhea. These are usually temporary and subside with the completion of treatment. Consult your doctor if you find these side effects do not resolve or persist for a longer duration.Inform your doctor if you have any previous history of allergy or heart problems before taking this medicine. Pregnant or breastfeeding women should consult their doctor before using this medicine.","Vomiting,Nausea,Abdominal pain,Diarrhea","{""drug"": [""Astemizole"", ""Carbamazepine"", ""Disopyramide"", ""Ebastine""], ""brand"": ["" Alestol, Astelong, Astem"", "" Carz, Antep, C Lep"", "" Norpace, Regubeat"", "" Qubast""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Candiforce 100 Capsule,Itraconazole (100mg),₹33.83,Mankind Pharma Ltd,"Candiforce 100 Capsule belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina and other parts of the body including fingernails and toenails. It kills fungi by destroying the fungal cell membrane.Candiforce 100 Capsule should be taken in the dose and duration as prescribed by your doctor. It should be swallowed whole and can be taken with food. To get the most benefit, take this medicine at evenly spaced times and continue using it until your prescription is finished, even if your symptoms disappear after a few days. If you stop the treatment too early, the infection may return and if you miss doses you can increase your risk of infections that are resistant to further treatment. Tell your doctor if the infection does not get better or if it gets worse.The most common side effects of this medicine include nausea, common cold, cough, blurred vision, and a problem with menstrual periods. You could ask your doctor about ways of preventing or reducing these effects. Get emergency medical help if you have signs of an allergic reaction like severe skin rash, tingling, difficulty breathing, swelling of your face, lips, tongue, or throat. Do not take it if you are pregnant or could become pregnant unless your doctor has told you to. Talk to your doctor before taking this medicine if you have ever had heart failure, a weak immune system (including HIV/AIDS), kidney problems, or liver problems such as yellow skin (jaundice). This medicine may not be suitable for you. If your course of treatment is for more than a month, your doctor may want to check your liver by testing your blood. This medicine may make you dizzy or cause blurred vision so do not drive or operate machines until it is safe.","Nausea,Common cold,Cough,Blurred vision,Menstrual disorder","{""drug"": [""Alfuzosin"", ""Amisulpride"", ""Aripiprazole"", ""Carbamazepine""], ""brand"": ["" Efzu, Alfuzee, Alfuflo"", "" Stozen, Sulpigold, Amisulide"", "" Arifril, Biozol, Elrip"", "" Carz""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Acivir Cream,Acyclovir (5% w/w),₹56.05,Cipla Ltd,"Acivir Cream is an antiviral medicine which helps in treating skin infections caused by Herpes simplex virus such as herpes labialis. It prevents the multiplication of the virus in skin cells and therefore helps in clearing the skin infection.Acivir Cream is for external use only. You should use it in the dose and duration as advised by your doctor. The affected area should be clean and dry before application of the ointment. You must wash your hands thoroughly before and after applying this medicine. Do not touch the sores unnecessarily with your hands or towel, to avoid spreading the infection.Some common side effects include burning, irritation, itching and redness of the skin, at the site of application. Please consult your doctor if these side effects persist for a longer duration. Do not use it in the eyes, mouth, nose or vagina as it may cause irritation. If accidental exposure occurs, rinse immediately with plenty of water.","Application site reactions (burning, irritation, itching and redness)","{""drug"": [""Abacavir"", ""Adefovir"", ""Didanosine"", ""Entecavir""], ""brand"": ["" Abamune, A-Bec, Virol"", "" Adesera, Adheb, Adfovir"", "" Dinex EC, Dinosin, Virosine DR"", "" Entehep""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,IT-Mac 200 Capsule,Itraconazole (200mg),₹146.54,Macleods Pharmaceuticals Pvt Ltd,"IT-Mac 200 Capsule belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina and other parts of the body including fingernails and toenails. It kills fungi by destroying the fungal cell membrane.IT-Mac 200 Capsule should be taken in the dose and duration as prescribed by your doctor. It should be swallowed whole and can be taken with food. To get the most benefit, take this medicine at evenly spaced times and continue using it until your prescription is finished, even if your symptoms disappear after a few days. If you stop the treatment too early, the infection may return and if you miss doses you can increase your risk of infections that are resistant to further treatment. Tell your doctor if the infection does not get better or if it gets worse.The most common side effects of this medicine include nausea, common cold, cough, blurred vision, and a problem with menstrual periods. You could ask your doctor about ways of preventing or reducing these effects. Get emergency medical help if you have signs of an allergic reaction like severe skin rash, tingling, difficulty breathing, swelling of your face, lips, tongue, or throat. Do not take it if you are pregnant or could become pregnant unless your doctor has told you to. Talk to your doctor before taking this medicine if you have ever had heart failure, a weak immune system (including HIV/AIDS), kidney problems, or liver problems such as yellow skin (jaundice). This medicine may not be suitable for you. If your course of treatment is for more than a month, your doctor may want to check your liver by testing your blood. This medicine may make you dizzy or cause blurred vision so do not drive or operate machines until it is safe.","Nausea,Common cold,Cough,Blurred vision,Menstrual disorder","{""drug"": [""Alfuzosin"", ""Amisulpride"", ""Aripiprazole"", ""Carbamazepine""], ""brand"": ["" Efzu, Alfuzee, Alfuflo"", "" Stozen, Sulpigold, Amisulide"", "" Arifril, Biozol, Elrip"", "" Carz""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Syntran Capsule,Itraconazole (100mg),₹182.75,Glenmark Pharmaceuticals Ltd,"Syntran Capsule belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina and other parts of the body including fingernails and toenails. It kills fungi by destroying the fungal cell membrane.Syntran Capsule should be taken in the dose and duration as prescribed by your doctor. It should be swallowed whole and can be taken with food. To get the most benefit, take this medicine at evenly spaced times and continue using it until your prescription is finished, even if your symptoms disappear after a few days. If you stop the treatment too early, the infection may return and if you miss doses you can increase your risk of infections that are resistant to further treatment. Tell your doctor if the infection does not get better or if it gets worse.The most common side effects of this medicine include nausea, common cold, cough, blurred vision, and a problem with menstrual periods. You could ask your doctor about ways of preventing or reducing these effects. Get emergency medical help if you have signs of an allergic reaction like severe skin rash, tingling, difficulty breathing, swelling of your face, lips, tongue, or throat. Do not take it if you are pregnant or could become pregnant unless your doctor has told you to. Talk to your doctor before taking this medicine if you have ever had heart failure, a weak immune system (including HIV/AIDS), kidney problems, or liver problems such as yellow skin (jaundice). This medicine may not be suitable for you. If your course of treatment is for more than a month, your doctor may want to check your liver by testing your blood. This medicine may make you dizzy or cause blurred vision so do not drive or operate machines until it is safe.","Nausea,Common cold,Cough,Blurred vision,Menstrual disorder","{""drug"": [""Alfuzosin"", ""Amisulpride"", ""Aripiprazole"", ""Carbamazepine""], ""brand"": ["" Efzu, Alfuzee, Alfuflo"", "" Stozen, Sulpigold, Amisulide"", "" Arifril, Biozol, Elrip"", "" Carz""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Mahaflox 400 Tablet,Moxifloxacin (400mg),₹83.25,Mankind Pharma Ltd,"Mahaflox 400 Tablet is an antibiotic, used in the treatment of bacterial infections. It is also used in treating infections of the urinary tract, nose, throat, skin and soft tissues and lungs (pneumonia). It cures the infection by stopping the further growth of the causative microorganisms.Mahaflox 400 Tablet should be used in the dose and duration as advised by your doctor. It may be taken with or without food, preferably at a fixed time. Do not skip any doses and finish the full course of treatment even if you feel better. You should not take a double dose to make up for a missed dose. Simply take the next dose as planned.You may have a headache, dizziness, and nausea as side effects of this medicine. These are usually temporary and resolves on its own, but please consult your doctor if it bothers you or persists for a longer duration. Diarrhea may also occur as a side effect but should stop when your course is complete. Inform your doctor if it does not stop or if you find blood in your stools.You should not take this medicine if you are allergic to any of its ingredients. Special care should be taken in people with kidney problems while taking this medicine.","Headache,Dizziness,Nausea,Diarrhea","{""drug"": [""Rasagiline"", ""Selegiline"", ""Tizanidine"", ""Strontium Chloride""], ""brand"": ["" Rasalect, Relgin, Rasipar"", "" Selgelin, Jumex, Selgin"", "" Tizonec, Tidired, Tizakind"", "" Bentoform""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Levomac 500 Tablet,Levofloxacin (500mg),₹37.55,Macleods Pharmaceuticals Pvt Ltd,"Levomac 500 Tablet is an antibiotic, used in the treatment of bacterial infections. It is also used in treating infections of the urinary tract, nose, throat, skin and soft tissues and lungs (pneumonia). It cures the infection by stopping the further growth of the causative microorganisms.Levomac 500 Tablet should be used in the dose and duration as advised by your doctor. It may be taken with or without food, preferably at a fixed time. Avoid skipping any doses and finish the full course of treatment even if you feel better. Do not take a double dose to make up for a missed dose. Simply take the next dose as planned.You may have a headache, dizziness, nausea, and constipation as side effects of this medicine. These are usually temporary and resolves on its own, but please consult your doctor if it bothers you or persists for a longer duration. Diarrhea may also occur as a side effect but should stop when your course is complete. Inform your doctor if it does not stop or if you find blood in your stools.You should not take this medicine if you are allergic to any of its ingredients. Special care should be taken in people with kidney problems while taking this medicine.","Headache,Dizziness,Nausea,Constipation,Diarrhea","{""drug"": [""Rasagiline"", ""Selegiline"", ""Tizanidine"", ""Strontium Chloride""], ""brand"": ["" Rasalect, Relgin, Rasipar"", "" Selgelin, Jumex, Selgin"", "" Tizonec, Tidired, Tizakind"", "" Bentoform""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Ophthalmological Anti Infectives Medicines,Soframycin 1% Skin Cream,Framycetin (1% w/w),₹143.52,Sanofi India  Ltd,"Soframycin 1% Skin Cream is an antibiotic used to treat bacterial skin infections. It is effective in treating infected cuts, wounds, and minor burns. This medicine stops the bacteria from growing, which helps to resolve your symptoms and cure the underlying infection.Soframycin 1% Skin Cream is meant for external use only. It should be applied only to the affected area of the skin as per the dosage and schedule prescribed by your doctor. In order to get the most benefit, apply it regularly, and preferably at a fixed time each day. Do not use a larger amount or apply it more often than directed. This will only increase the risk of side effects.Local side effects like minor burning, stinging, or irritation may be seen after the application of this medicine. These side effects are temporary and usually resolve quickly. Consult your doctor if these persist or if your condition does not improve.Avoid any contact with your eyes, nose, or mouth. Rinse off any accidentally exposed area with plenty of water. Before using it, inform your doctor if you have any previous history of allergy to it or any other medicine. Pregnant or breastfeeding women should consult their doctor before using it.","Application site reactions (burning, irritation, itching and redness)","{""drug"": [""Abacavir"", ""Adefovir"", ""Alendronic Acid"", ""Amphotericin B""], ""brand"": ["" Abamune, A-Bec, Virol"", "" Adesera, Adheb, Adfovir"", "" Alendrate, Alenost, Aldrofos"", "" Hospicin B""], ""effect"": [""SERIOUS"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}"
Ophthalmological Anti Infectives Medicines,Ocupol DX Eye Ointment,Chloramphenicol (10mg) + Dexamethasone (1mg) + Polymyxin B (10000IU),₹84.57,Centaur Pharmaceuticals Pvt Ltd,"Ocupol DX Eye Ointment is a combination of three medicines. It is used in treating bacterial infection of eyes. It kills the bacteria that cause infection. It also relieves pain, itching, discomfort and irritation.Ocupol DX Eye Ointment is strictly advised to be used only in the eyes. Use it in the prescribed dose and duration. Apply it only on the affected eyes. You must wash your hand before administering the medicine. Do not use it more than the recommended dose. The medicine should not be stopped suddenly without doctor's consultation.It is generally safe, but it may sometimes cause irritation, tingling sensation, discomfort, and pain in the eyes. These effects are mild and go away in some time. However, if these effects persist, you should consult the doctor immediately.","Eye discomfort,Eye irritation,Burning sensation in eye","{""drug"": [], ""brand"": [], ""effect"": []}"
Ophthalmological Anti Infectives Medicines,Syntran 200 Capsule,Itraconazole (200mg),₹310.25,Glenmark Pharmaceuticals Ltd,"Syntran 200 Capsule belongs to a group of medicines called antifungals. It works by stopping the growth of fungus and is used to treat infections of the mouth, throat, vagina and other parts of the body including fingernails and toenails. It kills fungi by destroying the fungal cell membrane.Syntran 200 Capsule should be taken in the dose and duration as prescribed by your doctor. It should be swallowed whole and can be taken with food. To get the most benefit, take this medicine at evenly spaced times and continue using it until your prescription is finished, even if your symptoms disappear after a few days. If you stop the treatment too early, the infection may return and if you miss doses you can increase your risk of infections that are resistant to further treatment. Tell your doctor if the infection does not get better or if it gets worse.The most common side effects of this medicine include nausea, common cold, cough, blurred vision, and a problem with menstrual periods. You could ask your doctor about ways of preventing or reducing these effects. Get emergency medical help if you have signs of an allergic reaction like severe skin rash, tingling, difficulty breathing, swelling of your face, lips, tongue, or throat. Do not take it if you are pregnant or could become pregnant unless your doctor has told you to. Talk to your doctor before taking this medicine if you have ever had heart failure, a weak immune system (including HIV/AIDS), kidney problems, or liver problems such as yellow skin (jaundice). This medicine may not be suitable for you. If your course of treatment is for more than a month, your doctor may want to check your liver by testing your blood. This medicine may make you dizzy or cause blurred vision so do not drive or operate machines until it is safe.","Nausea,Common cold,Cough,Blurred vision,Menstrual disorder","{""drug"": [""Alfuzosin"", ""Amisulpride"", ""Aripiprazole"", ""Carbamazepine""], ""brand"": ["" Efzu, Alfuzee, Alfuflo"", "" Stozen, Sulpigold, Amisulide"", "" Arifril, Biozol, Elrip"", "" Carz""], ""effect"": [""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING"", ""LIFE-THREATENING""]}"
Anti Inflammatory Enzymes,Chymoral Tablet,Trypsin Chymotrypsin (50000AU),,Torrent Pharmaceuticals Ltd,"Chymoral Tablet is a medicine used in the treatment of pain and inflammation (swelling). It helps relieve pain and swelling in postoperative wounds and other inflammatory diseases.Chymoral Tablet can be taken with or without food. In general, you should try to use the smallest amount necessary to control your symptoms, for the shortest possible time. You should take this medicine regularly while you need it. Try not to miss doses, as this will make the medicine less effective.This medicine is generally well tolerated with little or no side effects. However, if you experience any symptoms which you think are caused by the medicine, you should let your doctor know. Your doctor may be able to suggest ways of preventing or reducing the symptoms.To make it sure it is safe for you, before taking this medicine, let your doctor know if you have any medical conditions or disorders. You should also tell your doctor all the other medicines you are using or taking. Pregnant and breastfeeding women should consult their doctors before using this medicine.",Limited data available,"{""drug"": [], ""brand"": [], ""effect"": []}"
Anti Inflammatory Enzymes,Enzictra Tablet,Bromelain (90mg) + Trypsin (48mg) + Rutoside (100mg),₹213.77,Alembic Pharmaceuticals Ltd,"Enzictra Tablet is a pain relieving medicine. It is used in the treatment of various conditions such as fever, headache, arthritis related pain, menstrual cramps, and toothache.Enzictra Tablet should be taken with or without food. The dose and duration will depend on what you are using it for and how well it helps your symptoms. Use it regularly and do not discontinue using it until the doctor tells you it is alright to stop.The medicine is generally safe with little or no side effects. However, if you experience any symptoms which you believe are caused by the used of this medicine, let your doctor know. Your doctor may be able to suggest ways of preventing or reducing the side effects. In general, you should try to use the smallest amount necessary to control your symptoms.Before using the medicine, you should tell your doctor if you have any other medical conditions or disorders. To make sure it is safe for you, you should also tell your doctor all the other medicines you are taking. Before using the medicine, let your doctor also know if you have any problems with your liver or kidneys. Pregnant and breastfeeding women should consult their doctors first before using the medicine.",No common side effects seen,"{""drug"": [], ""brand"": [], ""effect"": []}"
Anti Inflammatory Enzymes,Flamar MX Tablet,Chlorzoxazone (250mg) + Diclofenac (50mg) + Paracetamol (325mg),₹72.25,Indoco Remedies Ltd,"Flamar MX Tablet is a combination medicine used in the treatment of pain due to muscle spasm. It improves the movement of muscles and provides relief from pain and discomfort associated with muscle spasms.Flamar MX Tablet should be taken with food. This will prevent you from getting an upset stomach. You should take it regularly as advised by your doctor. Do not take more or use it for longer duration than recommended by your doctor.Using of this medicine can cause some common side effects such as nausea, vomiting, heartburn, stomach pain, diarrhea, loss of appetite, and dryness in mouth. If any of these side effects bother you or do not go away with time, you should let your doctor know. Your doctor may help with ways to reduce or prevent these side effects.The medicine may not be suitable for everybody. Before taking it, let your doctor know if you have any problems with your heart, kidneys, or liver. To make sure it is safe for you, let your doctor also know all the other medicines you are taking. Pregnant and breastfeeding mothers should first consult their doctors before using the medicine.","Nausea,Vomiting,Heartburn,Stomach pain,Diarrhea,Loss of appetite,Dryness in mouth,Weakness,Sleepiness","{""drug"": [], ""brand"": [], ""effect"": []}"
Anti Inflammatory Enzymes,Sistal Forte Tablet,Trypsin Chymotrypsin (100000AU),₹136,BestoChem Formulations  India  Ltd,"Sistal Forte Tablet is a medicine used in the treatment of pain and inflammation (swelling). It helps relieve pain and swelling in postoperative wounds and other inflammatory diseases.Sistal Forte Tablet can be taken with or without food. In general, you should try to use the smallest amount necessary to control your symptoms, for the shortest possible time. You should take this medicine regularly while you need it. Try not to miss doses, as this will make the medicine less effective.This medicine is generally well tolerated with little or no side effects. However, if you experience any symptoms which you think are caused by the medicine, you should let your doctor know. Your doctor may be able to suggest ways of preventing or reducing the symptoms.To make it sure it is safe for you, before taking this medicine, let your doctor know if you have any medical conditions or disorders. You should also tell your doctor all the other medicines you are using or taking. Pregnant and breastfeeding women should consult their doctors before using this medicine.",Limited data available,"{""drug"": [], ""brand"": [], ""effect"": []}"
